go_f,count,Systematic Name
tRNA 2'-phosphotransferase activity,1,['YOL102C']
tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase activity,1,['YML005W']
tRNA A64-2'-O-ribosylphosphate transferase activity,1,['YMR283C']
tRNA adenylyltransferase activity,1,['YER168C']
tRNA binding,44,"['YAL005C', 'YBL024W', 'YBL076C', 'YDL033C', 'YDL051W', 'YDL201W', 'YDL219W', 'YDR023W', 'YDR037W', 'YDR120C', 'YDR283C', 'YER025W', 'YFL022C', 'YGL105W', 'YGL122C', 'YGL169W', 'YGL211W', 'YGR054W', 'YGR128C', 'YHR011W', 'YHR187W', 'YHR196W', 'YKL205W', 'YLL024C', 'YLR384C', 'YML014W', 'YMR312W', 'YNL073W', 'YNL119W', 'YNL132W', 'YOL021C', 'YOL023W', 'YOL033W', 'YOL093W', 'YOL124C', 'YOR112W', 'YOR274W', 'YOR335C', 'YPL009C', 'YPL040C', 'YPL086C', 'YPL101W', 'YPL169C', 'YPR047W']"
tRNA cytidylyltransferase activity,1,['YER168C']
tRNA dihydrouridine synthase activity,4,"['YLR401C', 'YLR405W', 'YML080W', 'YNR015W']"
tRNA dimethylallyltransferase activity,1,['YOR274W']
tRNA guanylyltransferase activity,1,['YGR024C']
tRNA methyltransferase activity,6,"['YBR061C', 'YGL050W', 'YHR070W', 'YML005W', 'YOL125W', 'YOL141W']"
tRNA pseudouridine synthase activity,7,"['YDL036C', 'YFL001W', 'YGL063W', 'YGR169C', 'YNL292W', 'YOL066C', 'YOR243C']"
tRNA threonylcarbamoyladenosine dehydratase,2,"['YHR003C', 'YKL027W']"
tRNA-4-demethylwyosine synthase activity,1,['YPL207W']
tRNA-5-taurinomethyluridine 2-sulfurtransferase,1,['YDL033C']
tRNA-dihydrouridine17 synthase activity,1,['YML080W']
tRNA-dihydrouridine20 synthase activity,1,['YNR015W']
tRNA-dihydrouridine20a synthase activity,1,['YLR405W']
tRNA-dihydrouridine47 synthase activity,1,['YLR401C']
tRNA-intron endonuclease activity,4,"['YAR008W', 'YLR105C', 'YMR059W', 'YPL083C']"
tRNA-specific adenosine deaminase activity,3,"['YGL243W', 'YJL035C', 'YLR316C']"
tRNA-specific adenosine-34 deaminase activity,2,"['YJL035C', 'YLR316C']"
tRNA-specific adenosine-37 deaminase activity,1,['YGL243W']
telomerase RNA binding,6,"['YHR072W-A', 'YIL151C', 'YKR096W', 'YLR318W', 'YMR106C', 'YMR284W']"
telomerase RNA reverse transcriptase activity,1,['YLR318W']
telomerase activity,1,['YLR318W']
telomerase inhibitor activity,3,"['YDL220C', 'YGR280C', 'YML061C']"
telomeric DNA binding,20,"['YBL088C', 'YBR275C', 'YDR291W', 'YDR369C', 'YGR099W', 'YIL009C-A', 'YIL151C', 'YKR096W', 'YLR150W', 'YLR233C', 'YLR318W', 'YLR453C', 'YML061C', 'YMR106C', 'YMR224C', 'YMR284W', 'YNL216W', 'YNL250W', 'YOL104C', 'YPL128C']"
telomeric G-quadruplex DNA binding,2,"['YHR164C', 'YNL216W']"
tetrahydrofolylpolyglutamate synthase activity,3,"['YKL132C', 'YMR113W', 'YOR241W']"
thiaminase activity,3,"['YOL055C', 'YPL258C', 'YPR121W']"
thiamine binding,1,['YOR143C']
thiamine diphosphokinase activity,1,['YOR143C']
thiamine phosphate phosphatase activity,1,['YCR015C']
thiamine pyrophosphate binding,8,"['YDL080C', 'YDR380W', 'YEL020C', 'YGR087C', 'YIL125W', 'YLR044C', 'YLR134W', 'YMR108W']"
thiamine pyrophosphate transporter activity,1,['YGR096W']
thiamine transmembrane transporter activity,3,"['YDR470C', 'YGR096W', 'YLR237W']"
thiamine-phosphate diphosphorylase activity,1,['YPL214C']
thiol oxidase activity,4,"['YGR029W', 'YKL195W', 'YML130C', 'YPR037C']"
thiol-dependent ubiquitin-specific protease activity,25,"['YBL067C', 'YBR058C', 'YDL122W', 'YDR049W', 'YDR069C', 'YER098W', 'YER144C', 'YER151C', 'YFL044C', 'YFR004W', 'YFR005C', 'YFR010W', 'YGL082W', 'YHL013C', 'YIL156W', 'YJL197W', 'YJR099W', 'YKR098C', 'YLR073C', 'YMR223W', 'YMR304W', 'YNL186W', 'YOR124C', 'YPL072W', 'YPL191C']"
thioredoxin peroxidase activity,5,"['YBL064C', 'YDR453C', 'YIL010W', 'YLR109W', 'YML028W']"
thioredoxin-disulfide reductase activity,2,"['YDR353W', 'YHR106W']"
thiosulfate sulfurtransferase activity,5,"['YGR203W', 'YHR111W', 'YOR251C', 'YOR285W', 'YOR286W']"
thiosulfate transmembrane transporter activity,1,['YLR348C']
threo-3-hydroxyaspartate ammonia-lyase activity,1,['YKL218C']
threonine aldolase activity,1,['YEL046C']
threonine racemase activity,1,['YKL218C']
threonine synthase activity,1,['YCR053W']
threonine-tRNA ligase activity,2,"['YIL078W', 'YKL194C']"
threonine-type endopeptidase activity,9,"['YBL041W', 'YER012W', 'YER094C', 'YFR050C', 'YGR135W', 'YJL001W', 'YOL038W', 'YOR157C', 'YPR103W']"
thymidylate kinase activity,1,['YJR057W']
thymidylate synthase activity,1,['YOR074C']
trans-2-enoyl-CoA reductase (NADPH) activity,1,['YBR026C']
trans-aconitate 3-methyltransferase activity,1,['YER175C']
trans-hexaprenyltranstransferase activity,1,['YBR003W']
transaminase activity,19,"['YDR019C', 'YDR111C', 'YFL030W', 'YGL202W', 'YGR019W', 'YHR137W', 'YHR208W', 'YIL116W', 'YJL060W', 'YJR148W', 'YKL104C', 'YKL106W', 'YLR027C', 'YLR089C', 'YLR438W', 'YMR084W', 'YNR058W', 'YOL140W', 'YOR184W']"
"transcription antitermination factor activity, DNA binding",1,['YGR116W']
transcription coactivator activity,44,"['YAL034C', 'YBL093C', 'YBR111W-A', 'YBR112C', 'YCL066W', 'YCR040W', 'YCR081W', 'YDL005C', 'YDR176W', 'YDR216W', 'YDR308C', 'YDR397C', 'YDR443C', 'YDR448W', 'YER159C', 'YGL025C', 'YGL112C', 'YGL127C', 'YGR104C', 'YHR041C', 'YHR058C', 'YIL154C', 'YIR023W', 'YKL109W', 'YKR023W', 'YLR182W', 'YLR223C', 'YML015C', 'YMR039C', 'YMR112C', 'YMR236W', 'YNL068C', 'YNL103W', 'YNL309W', 'YNL330C', 'YNR010W', 'YOL004W', 'YOL051W', 'YOL135C', 'YOR298C-A', 'YOR338W', 'YOR372C', 'YPL047W', 'YPL254W']"
transcription coactivator binding,1,['YPR104C']
transcription cofactor activity,48,"['YBL052C', 'YBL093C', 'YBR193C', 'YBR253W', 'YBR289W', 'YCR081W', 'YDR223W', 'YDR308C', 'YDR392W', 'YDR443C', 'YER022W', 'YER051W', 'YER159C', 'YGL025C', 'YGL127C', 'YGL151W', 'YGR104C', 'YGR252W', 'YHR041C', 'YHR058C', 'YHR099W', 'YKR091W', 'YLR055C', 'YLR071C', 'YLR223C', 'YLR321C', 'YML099C', 'YMR044W', 'YMR112C', 'YMR127C', 'YMR263W', 'YNL068C', 'YNL199C', 'YNL257C', 'YNR010W', 'YOL051W', 'YOL135C', 'YOL145C', 'YOL148C', 'YOR083W', 'YOR123C', 'YOR174W', 'YOR194C', 'YOR244W', 'YPL254W', 'YPR070W', 'YPR152C', 'YPR168W']"
transcription corepressor activity,28,"['YBL008W', 'YBR103W', 'YBR112C', 'YBR193C', 'YCR084C', 'YCR097W', 'YDR192C', 'YDR223W', 'YDR308C', 'YDR397C', 'YDR480W', 'YER159C', 'YGR002C', 'YHL020C', 'YIL115C', 'YJR140C', 'YMR263W', 'YNL167C', 'YNL229C', 'YNL330C', 'YOL004W', 'YOR038C', 'YOR083W', 'YOR229W', 'YOR230W', 'YPL049C', 'YPL139C', 'YPR065W']"
transcription corepressor binding,1,['YPR104C']
transcription elongation regulator activity,2,"['YIL031W', 'YLR010C']"
transcription factor TFIIH holo complex binding,1,['YKL054C']
"transcription factor activity, core RNA polymerase I binding",7,"['YBL025W', 'YGR063C', 'YKL125W', 'YLR141W', 'YML043C', 'YMR270C', 'YOR295W']"
"transcription factor activity, core RNA polymerase II recruiting",6,"['YER022W', 'YGL043W', 'YGR005C', 'YGR186W', 'YPL129W', 'YPR086W']"
"transcription factor activity, core RNA polymerase III binding",5,"['YDR362C', 'YER148W', 'YGR246C', 'YNL039W', 'YOR110W']"
"transcription factor activity, sequence-specific DNA binding",60,"['YBR049C', 'YBR083W', 'YBR182C', 'YBR239C', 'YCL055W', 'YCR065W', 'YDR026C', 'YDR259C', 'YDR423C', 'YEL009C', 'YER040W', 'YER045C', 'YER184C', 'YFL021W', 'YFL031W', 'YFR034C', 'YGL073W', 'YGL166W', 'YGL237C', 'YGR249W', 'YGR288W', 'YHL009C', 'YHR084W', 'YHR124W', 'YHR178W', 'YHR206W', 'YIL036W', 'YIL101C', 'YIL131C', 'YIR017C', 'YIR018W', 'YJL103C', 'YJL110C', 'YJR060W', 'YJR127C', 'YJR147W', 'YKL043W', 'YKR034W', 'YLR098C', 'YLR176C', 'YML007W', 'YML076C', 'YMR016C', 'YMR021C', 'YNL023C', 'YNL068C', 'YNL167C', 'YNL216W', 'YNL314W', 'YOL028C', 'YOR028C', 'YOR032C', 'YOR113W', 'YOR140W', 'YOR344C', 'YOR358W', 'YOR380W', 'YPL048W', 'YPR008W', 'YPR104C']"
"transcription factor activity, sequence-specific DNA binding transcription factor recruiting",3,"['YDL170W', 'YDR259C', 'YPR186C']"
transcription factor binding,1,['YJR094C']
transcription regulatory region RNA binding,2,"['YNL251C', 'YPL190C']"
transcription regulatory region sequence-specific DNA binding,17,"['YBL066C', 'YBR049C', 'YBR245C', 'YCR042C', 'YDR026C', 'YDR169C', 'YDR423C', 'YER164W', 'YHL009C', 'YLR015W', 'YLR427W', 'YLR451W', 'YML007W', 'YML127W', 'YMR165C', 'YPL016W', 'YPR199C']"
transcription termination site sequence-specific DNA binding,1,['YLR430W']
"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding",55,"['YAL051W', 'YBL005W', 'YBL021C', 'YBR083W', 'YDL020C', 'YDL056W', 'YDL106C', 'YDL170W', 'YDR034C', 'YDR096W', 'YDR123C', 'YDR169C', 'YDR213W', 'YDR216W', 'YDR423C', 'YDR463W', 'YEL009C', 'YER045C', 'YER111C', 'YFL021W', 'YFL052W', 'YGL013C', 'YGL237C', 'YGL254W', 'YHL009C', 'YHR006W', 'YHR206W', 'YIL036W', 'YIL131C', 'YIR017C', 'YJL089W', 'YJR060W', 'YKL015W', 'YKL038W', 'YKL112W', 'YLR228C', 'YLR256W', 'YLR451W', 'YML007W', 'YMR021C', 'YMR043W', 'YMR280C', 'YNL027W', 'YNL103W', 'YNL135C', 'YNL167C', 'YOL108C', 'YOR113W', 'YOR358W', 'YOR363C', 'YPL075W', 'YPL133C', 'YPL202C', 'YPL248C', 'YPR199C']"
"transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding",19,"['YBR239C', 'YCL067C', 'YCR039C', 'YDR043C', 'YDR096W', 'YDR207C', 'YDR310C', 'YER028C', 'YER169W', 'YGL035C', 'YGL209W', 'YHL027W', 'YIL131C', 'YJR060W', 'YKL185W', 'YLR451W', 'YMR043W', 'YNL167C', 'YPR065W']"
transferase activity,676,"['YAL017W', 'YAL023C', 'YAL038W', 'YAR018C', 'YAR019C', 'YAR035W', 'YBL009W', 'YBL011W', 'YBL013W', 'YBL016W', 'YBL024W', 'YBL052C', 'YBL068W', 'YBL082C', 'YBL088C', 'YBL105C', 'YBR002C', 'YBR003W', 'YBR004C', 'YBR015C', 'YBR018C', 'YBR020W', 'YBR023C', 'YBR028C', 'YBR029C', 'YBR030W', 'YBR034C', 'YBR038W', 'YBR042C', 'YBR059C', 'YBR061C', 'YBR082C', 'YBR097W', 'YBR110W', 'YBR117C', 'YBR121C', 'YBR126C', 'YBR133C', 'YBR136W', 'YBR141C', 'YBR160W', 'YBR161W', 'YBR176W', 'YBR177C', 'YBR199W', 'YBR205W', 'YBR236C', 'YBR243C', 'YBR249C', 'YBR256C', 'YBR261C', 'YBR263W', 'YBR271W', 'YBR274W', 'YCL004W', 'YCL017C', 'YCL024W', 'YCL035C', 'YCL040W', 'YCL047C', 'YCL050C', 'YCL054W', 'YCR005C', 'YCR008W', 'YCR012W', 'YCR014C', 'YCR034W', 'YCR036W', 'YCR047C', 'YCR048W', 'YCR066W', 'YCR073C', 'YCR091W', 'YDL013W', 'YDL014W', 'YDL017W', 'YDL025C', 'YDL028C', 'YDL033C', 'YDL042C', 'YDL045C', 'YDL052C', 'YDL055C', 'YDL064W', 'YDL074C', 'YDL079C', 'YDL090C', 'YDL093W', 'YDL095W', 'YDL101C', 'YDL102W', 'YDL103C', 'YDL104C', 'YDL108W', 'YDL112W', 'YDL131W', 'YDL140C', 'YDL142C', 'YDL159W', 'YDL166C', 'YDL182W', 'YDL190C', 'YDL193W', 'YDL200C', 'YDL201W', 'YDL205C', 'YDL214C', 'YDL244W', 'YDR017C', 'YDR018C', 'YDR019C', 'YDR020C', 'YDR035W', 'YDR054C', 'YDR059C', 'YDR062W', 'YDR071C', 'YDR072C', 'YDR083W', 'YDR092W', 'YDR109C', 'YDR111C', 'YDR120C', 'YDR122W', 'YDR125C', 'YDR126W', 'YDR127W', 'YDR140W', 'YDR147W', 'YDR148C', 'YDR173C', 'YDR177W', 'YDR191W', 'YDR196C', 'YDR198C', 'YDR208W', 'YDR226W', 'YDR232W', 'YDR236C', 'YDR245W', 'YDR247W', 'YDR248C', 'YDR255C', 'YDR257C', 'YDR264C', 'YDR266C', 'YDR283C', 'YDR300C', 'YDR307W', 'YDR313C', 'YDR315C', 'YDR316W', 'YDR354W', 'YDR399W', 'YDR408C', 'YDR409W', 'YDR410C', 'YDR419W', 'YDR435C', 'YDR437W', 'YDR440W', 'YDR441C', 'YDR454C', 'YDR457W', 'YDR459C', 'YDR465C', 'YDR466W', 'YDR477W', 'YDR483W', 'YDR490C', 'YDR502C', 'YDR507C', 'YDR513W', 'YDR516C', 'YDR523C', 'YDR530C', 'YDR531W', 'YDR538W', 'YEL011W', 'YEL012W', 'YEL019C', 'YEL029C', 'YEL041W', 'YEL050C', 'YEL055C', 'YEL066W', 'YER001W', 'YER024W', 'YER026C', 'YER052C', 'YER055C', 'YER061C', 'YER069W', 'YER091C', 'YER099C', 'YER100W', 'YER116C', 'YER123W', 'YER125W', 'YER129W', 'YER168C', 'YER170W', 'YER175C', 'YFL017C', 'YFL029C', 'YFL030W', 'YFL033C', 'YFL036W', 'YFL053W', 'YFL058W', 'YFR007W', 'YFR014C', 'YFR015C', 'YFR018C', 'YFR019W', 'YFR027W', 'YFR047C', 'YFR053C', 'YGL017W', 'YGL021W', 'YGL022W', 'YGL038C', 'YGL047W', 'YGL050W', 'YGL058W', 'YGL059W', 'YGL065C', 'YGL119W', 'YGL130W', 'YGL131C', 'YGL136C', 'YGL141W', 'YGL142C', 'YGL154C', 'YGL155W', 'YGL158W', 'YGL169W', 'YGL179C', 'YGL180W', 'YGL192W', 'YGL202W', 'YGL211W', 'YGL232W', 'YGL253W', 'YGL257C', 'YGR001C', 'YGR007W', 'YGR010W', 'YGR012W', 'YGR015C', 'YGR019W', 'YGR024C', 'YGR031W', 'YGR032W', 'YGR040W', 'YGR043C', 'YGR046W', 'YGR052W', 'YGR092W', 'YGR110W', 'YGR133W', 'YGR144W', 'YGR147C', 'YGR149W', 'YGR154C', 'YGR157W', 'YGR177C', 'YGR184C', 'YGR188C', 'YGR194C', 'YGR199W', 'YGR202C', 'YGR205W', 'YGR212W', 'YGR216C', 'YGR227W', 'YGR240C', 'YGR252W', 'YGR262C', 'YGR274C', 'YGR277C', 'YGR283C', 'YGR286C', 'YHL003C', 'YHL007C', 'YHL011C', 'YHL012W', 'YHL032C', 'YHL039W', 'YHR013C', 'YHR025W', 'YHR030C', 'YHR033W', 'YHR068W', 'YHR070W', 'YHR079C', 'YHR082C', 'YHR102W', 'YHR109W', 'YHR111W', 'YHR115C', 'YHR119W', 'YHR123W', 'YHR128W', 'YHR135C', 'YHR137W', 'YHR190W', 'YHR205W', 'YHR207C', 'YHR208W', 'YHR209W', 'YIL014W', 'YIL030C', 'YIL035C', 'YIL042C', 'YIL064W', 'YIL085C', 'YIL095W', 'YIL096C', 'YIL097W', 'YIL103W', 'YIL107C', 'YIL110W', 'YIL116W', 'YIL147C', 'YIL160C', 'YIR008C', 'YIR031C', 'YIR038C', 'YJL031C', 'YJL057C', 'YJL060W', 'YJL062W', 'YJL071W', 'YJL087C', 'YJL088W', 'YJL091C', 'YJL095W', 'YJL100W', 'YJL106W', 'YJL125C', 'YJL128C', 'YJL130C', 'YJL137C', 'YJL139C', 'YJL141C', 'YJL164C', 'YJL165C', 'YJL167W', 'YJL168C', 'YJL183W', 'YJL186W', 'YJL187C', 'YJL196C', 'YJL218W', 'YJR006W', 'YJR010W', 'YJR013W', 'YJR036C', 'YJR043C', 'YJR049C', 'YJR057W', 'YJR059W', 'YJR066W', 'YJR073C', 'YJR075W', 'YJR105W', 'YJR122W', 'YJR129C', 'YJR130C', 'YJR133W', 'YJR143C', 'YJR148W', 'YJR156C', 'YKL001C', 'YKL004W', 'YKL008C', 'YKL010C', 'YKL019W', 'YKL024C', 'YKL034W', 'YKL035W', 'YKL048C', 'YKL067W', 'YKL101W', 'YKL104C', 'YKL106W', 'YKL116C', 'YKL126W', 'YKL139W', 'YKL155C', 'YKL161C', 'YKL162C', 'YKL165C', 'YKL166C', 'YKL168C', 'YKL171W', 'YKL181W', 'YKL182W', 'YKL191W', 'YKL196C', 'YKL198C', 'YKL203C', 'YKR002W', 'YKR017C', 'YKR038C', 'YKR056W', 'YKR058W', 'YKR061W', 'YKR067W', 'YKR069W', 'YKR076W', 'YLL002W', 'YLL019C', 'YLL031C', 'YLL035W', 'YLL036C', 'YLL042C', 'YLL058W', 'YLL060C', 'YLL062C', 'YLL063C', 'YLR007W', 'YLR017W', 'YLR024C', 'YLR027C', 'YLR028C', 'YLR058C', 'YLR063W', 'YLR089C', 'YLR096W', 'YLR099C', 'YLR113W', 'YLR126C', 'YLR133W', 'YLR137W', 'YLR146C', 'YLR172C', 'YLR180W', 'YLR186W', 'YLR189C', 'YLR195C', 'YLR209C', 'YLR239C', 'YLR240W', 'YLR246W', 'YLR248W', 'YLR258W', 'YLR260W', 'YLR285W', 'YLR299W', 'YLR303W', 'YLR305C', 'YLR306W', 'YLR318W', 'YLR328W', 'YLR342W', 'YLR343W', 'YLR345W', 'YLR354C', 'YLR362W', 'YLR372W', 'YLR410W', 'YLR438W', 'YLR446W', 'YML005W', 'YML008C', 'YML014W', 'YML022W', 'YML042W', 'YML068W', 'YML070W', 'YML082W', 'YML106W', 'YML110C', 'YML126C', 'YMR001C', 'YMR013C', 'YMR022W', 'YMR062C', 'YMR069W', 'YMR084W', 'YMR101C', 'YMR104C', 'YMR108W', 'YMR120C', 'YMR127C', 'YMR139W', 'YMR205C', 'YMR208W', 'YMR215W', 'YMR216C', 'YMR220W', 'YMR228W', 'YMR231W', 'YMR247C', 'YMR251W', 'YMR271C', 'YMR283C', 'YMR291W', 'YMR296C', 'YMR300C', 'YMR306W', 'YMR307W', 'YMR310C', 'YMR321C', 'YNL020C', 'YNL022C', 'YNL024C', 'YNL029C', 'YNL038W', 'YNL048W', 'YNL061W', 'YNL063W', 'YNL071W', 'YNL092W', 'YNL102W', 'YNL104C', 'YNL116W', 'YNL117W', 'YNL129W', 'YNL130C', 'YNL132W', 'YNL151C', 'YNL154C', 'YNL158W', 'YNL161W', 'YNL183C', 'YNL191W', 'YNL192W', 'YNL207W', 'YNL219C', 'YNL248C', 'YNL256W', 'YNL262W', 'YNL267W', 'YNL277W', 'YNL298W', 'YNL299W', 'YNL307C', 'YNL326C', 'YNL332W', 'YNR001C', 'YNR008W', 'YNR012W', 'YNR019W', 'YNR027W', 'YNR030W', 'YNR031C', 'YNR033W', 'YNR041C', 'YNR047W', 'YNR058W', 'YNR059W', 'YOL003C', 'YOL013C', 'YOL016C', 'YOL030W', 'YOL045W', 'YOL055C', 'YOL061W', 'YOL068C', 'YOL093W', 'YOL096C', 'YOL100W', 'YOL102C', 'YOL113W', 'YOL115W', 'YOL124C', 'YOL125W', 'YOL128C', 'YOL132W', 'YOL136C', 'YOL140W', 'YOL141W', 'YOL143C', 'YOR002W', 'YOR006C', 'YOR021C', 'YOR025W', 'YOR034C', 'YOR061W', 'YOR067C', 'YOR074C', 'YOR099W', 'YOR108W', 'YOR116C', 'YOR119C', 'YOR143C', 'YOR149C', 'YOR151C', 'YOR156C', 'YOR171C', 'YOR175C', 'YOR184W', 'YOR196C', 'YOR201C', 'YOR207C', 'YOR209C', 'YOR221C', 'YOR231W', 'YOR233W', 'YOR239W', 'YOR244W', 'YOR245C', 'YOR251C', 'YOR253W', 'YOR267C', 'YOR274W', 'YOR285W', 'YOR286W', 'YOR311C', 'YOR320C', 'YOR321W', 'YOR330C', 'YOR339C', 'YOR341W', 'YOR346W', 'YOR347C', 'YOR351C', 'YOR377W', 'YPL001W', 'YPL015C', 'YPL026C', 'YPL028W', 'YPL030W', 'YPL031C', 'YPL042C', 'YPL053C', 'YPL057C', 'YPL069C', 'YPL076W', 'YPL086C', 'YPL095C', 'YPL140C', 'YPL141C', 'YPL148C', 'YPL150W', 'YPL153C', 'YPL157W', 'YPL165C', 'YPL167C', 'YPL172C', 'YPL175W', 'YPL188W', 'YPL203W', 'YPL204W', 'YPL208W', 'YPL209C', 'YPL214C', 'YPL222W', 'YPL227C', 'YPL231W', 'YPL236C', 'YPL258C', 'YPL266W', 'YPL273W', 'YPR001W', 'YPR010C', 'YPR051W', 'YPR054W', 'YPR069C', 'YPR074C', 'YPR081C', 'YPR106W', 'YPR111W', 'YPR113W', 'YPR131C', 'YPR139C', 'YPR140W', 'YPR160W', 'YPR161C', 'YPR176C', 'YPR183W', 'YPR184W', 'YPR193C']"
"transferase activity, transferring acyl groups",77,"['YAR035W', 'YBL011W', 'YBL052C', 'YBR042C', 'YBR177C', 'YCR048W', 'YDL052C', 'YDL104C', 'YDR018C', 'YDR062W', 'YDR071C', 'YDR125C', 'YDR126W', 'YDR148C', 'YDR232W', 'YDR264C', 'YDR459C', 'YEL066W', 'YER024W', 'YER061C', 'YFL017C', 'YFR018C', 'YFR027W', 'YGL017W', 'YGL084C', 'YGL232W', 'YGR147C', 'YGR149W', 'YGR177C', 'YGR193C', 'YGR212W', 'YGR252W', 'YGR274C', 'YHR013C', 'YIL160C', 'YJL071W', 'YJL091C', 'YJL218W', 'YKR038C', 'YKR067W', 'YLL063C', 'YLR099C', 'YLR195C', 'YLR239C', 'YLR246W', 'YLR299W', 'YML042W', 'YML126C', 'YMR062C', 'YMR069W', 'YMR127C', 'YMR210W', 'YMR296C', 'YNL071W', 'YNL132W', 'YNL277W', 'YNL326C', 'YNR008W', 'YNR019W', 'YOL003C', 'YOR034C', 'YOR175C', 'YOR221C', 'YOR245C', 'YOR253W', 'YOR298W', 'YOR377W', 'YPL001W', 'YPL028W', 'YPL086C', 'YPL095C', 'YPL189W', 'YPL231W', 'YPR051W', 'YPR131C', 'YPR140W', 'YPR193C']"
"transferase activity, transferring acyl groups other than amino-acyl groups",8,"['YDL104C', 'YIL160C', 'YJL127C', 'YKR038C', 'YLL063C', 'YNL277W', 'YOR245C', 'YPL028W']"
"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer",7,"['YCR005C', 'YDL131W', 'YDL182W', 'YNL104C', 'YNR001C', 'YOR108W', 'YPR001W']"
"transferase activity, transferring alkyl or aryl (other than methyl) groups",12,"['YBR002C', 'YDL193W', 'YDR127W', 'YHR190W', 'YJL167W', 'YLR146C', 'YLR303W', 'YML005W', 'YMR101C', 'YNR041C', 'YPL172C', 'YPR069C']"
"transferase activity, transferring glycosyl groups",85,"['YAL023C', 'YBL082C', 'YBR004C', 'YBR015C', 'YBR023C', 'YBR038W', 'YBR110W', 'YBR126C', 'YBR199W', 'YBR205W', 'YBR243C', 'YDL093W', 'YDL095W', 'YDR245W', 'YDR307W', 'YDR354W', 'YDR399W', 'YDR441C', 'YDR483W', 'YEL002C', 'YEL011W', 'YEL040W', 'YER001W', 'YER055C', 'YFR015C', 'YFR047C', 'YGL022W', 'YGL038C', 'YGL047W', 'YGL065C', 'YGL142C', 'YGL257C', 'YGR032W', 'YGR189C', 'YGR199W', 'YGR216C', 'YGR227W', 'YHR128W', 'YIL014W', 'YIL085C', 'YJL137C', 'YJL139C', 'YJL146W', 'YJL183W', 'YJL186W', 'YJR013W', 'YJR075W', 'YJR133W', 'YJR143C', 'YKR058W', 'YKR061W', 'YLR017W', 'YLR189C', 'YLR209C', 'YLR213C', 'YLR258W', 'YLR342W', 'YML022W', 'YML106W', 'YMR271C', 'YMR283C', 'YMR300C', 'YMR306W', 'YNL029C', 'YNL038W', 'YNL048W', 'YNL158W', 'YNL192W', 'YNL219C', 'YNR030W', 'YNR059W', 'YOR002W', 'YOR067C', 'YOR099W', 'YOR149C', 'YOR320C', 'YOR321W', 'YPL053C', 'YPL057C', 'YPL076W', 'YPL175W', 'YPL227C', 'YPR160W', 'YPR183W', 'YPR184W']"
"transferase activity, transferring hexosyl groups",7,"['YBR023C', 'YBR038W', 'YGL047W', 'YLR189C', 'YNL192W', 'YOR002W', 'YOR067C']"
"transferase activity, transferring one-carbon groups",1,['YOR074C']
"transferase activity, transferring pentosyl groups",6,"['YBR248C', 'YFR047C', 'YGR144W', 'YLR017W', 'YLR209C', 'YMR283C']"
"transferase activity, transferring phosphorus-containing groups",6,"['YBR029C', 'YDL235C', 'YDR072C', 'YIL042C', 'YIL147C', 'YLL031C']"
transketolase activity,2,"['YBR117C', 'YPR074C']"
translation activator activity,1,['YMR066W']
translation elongation factor activity,15,"['YAL003W', 'YBR118W', 'YDR385W', 'YEL034W', 'YJR047C', 'YKL081W', 'YKR084C', 'YLR069C', 'YLR249W', 'YNL014W', 'YOR076C', 'YOR133W', 'YOR187W', 'YPL048W', 'YPR080W']"
translation elongation factor binding,4,"['YDL220C', 'YDR082W', 'YGR187C', 'YLR010C']"
translation initiation factor activity,36,"['YAL035W', 'YBR079C', 'YDR091C', 'YDR117C', 'YDR211W', 'YDR429C', 'YEL034W', 'YER025W', 'YER153C', 'YGL049C', 'YGR054W', 'YGR083C', 'YGR162W', 'YJL131C', 'YJL138C', 'YJR007W', 'YJR014W', 'YKR026C', 'YKR059W', 'YLR192C', 'YLR291C', 'YMR146C', 'YMR260C', 'YMR309C', 'YNL244C', 'YOL023W', 'YOL139C', 'YOR204W', 'YOR260W', 'YOR276W', 'YOR361C', 'YPL119C', 'YPL237W', 'YPR016C', 'YPR041W', 'YPR163C']"
translation initiation factor binding,14,"['YAL035W', 'YDL207W', 'YDR211W', 'YDR404C', 'YER025W', 'YGL049C', 'YJL140W', 'YMR260C', 'YMR309C', 'YNL244C', 'YOR361C', 'YPL203W', 'YPL237W', 'YPR041W']"
translation regulator activity,12,"['YDL069C', 'YDR197W', 'YDR350C', 'YGR222W', 'YLR067C', 'YLR203C', 'YMR064W', 'YMR257C', 'YNL255C', 'YNR045W', 'YOR302W', 'YPL074W']"
translation release factor activity,6,"['YBR143C', 'YDR172W', 'YGL143C', 'YHR038W', 'YLR281C', 'YOL114C']"
"translation release factor activity, codon nonspecific",1,['YOL114C']
"translation release factor activity, codon specific",1,['YBR143C']
translation repressor activity,1,['YOR359W']
"translation repressor activity, nucleic acid binding",2,"['YDR293C', 'YDR496C']"
translation termination factor activity,1,['YPL226W']
transmembrane signaling receptor activity,4,"['YLR332W', 'YNL283C', 'YOL105C', 'YOR008C']"
